2.000000	2.01710500e+04	4.30472851e+00
2.200000	1.63183100e+04	4.21267518e+00
2.400000	1.35889700e+04	4.13318654e+00
2.600000	1.15763000e+04	4.06356977e+00
2.800000	1.00428400e+04	4.00185654e+00
3.000000	8.84363000e+03	3.94663056e+00
3.200000	7.88426000e+03	3.89676094e+00
3.400000	7.10275000e+03	3.85142653e+00
3.600000	6.43543000e+03	3.80857757e+00
3.800000	5.88685000e+03	3.76988297e+00
4.000000	5.42313000e+03	3.73425002e+00
4.200000	5.02689000e+03	3.70129938e+00
4.400000	4.68471000e+03	3.67068271e+00
4.600000	4.38664000e+03	3.64213199e+00
4.800000	4.12486000e+03	3.61540921e+00
5.000000	3.89325000e+03	3.59031229e+00
5.500000	3.41648000e+03	3.53357888e+00
6.000000	3.04692000e+03	3.48386105e+00
6.500000	2.75212000e+03	3.43966737e+00
7.000000	2.51150000e+03	3.39993318e+00
7.500000	2.31130000e+03	3.36385632e+00
8.000000	2.14208000e+03	3.33083569e+00
8.500000	1.99711000e+03	3.30040199e+00
9.000000	1.87149000e+03	3.27218751e+00
9.500000	1.76150000e+03	3.24588265e+00
10.000000	1.66441000e+03	3.22126032e+00
11.000000	1.50062000e+03	3.17627073e+00
12.000000	1.36767000e+03	3.13598132e+00
13.000000	1.25746000e+03	3.09949418e+00
14.000000	1.16453000e+03	3.06615068e+00
15.000000	1.08505000e+03	3.03544975e+00
16.000000	1.01623000e+03	3.00699201e+00
17.000000	9.56030000e+02	2.98047152e+00
18.000000	9.02890000e+02	2.95563484e+00
19.000000	8.55600000e+02	2.93227078e+00
20.000000	8.13240000e+02	2.91021873e+00
25.000000	6.53550000e+02	2.81527882e+00
30.000000	5.47680000e+02	2.73852688e+00
